sense_key	urdu_word
end%1:28:00::	"End the response with a period.

    Dictionary definition: the point in time at which something ends.
    Urdu word: انتہا."
end%1:11:00::	"Definition: The final stage of a process.
    Urdu Word: اختتام"
end%1:09:02::	"Dictionary Definition: The state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it.
    Urdu Word:  هدف"
end%1:09:00::	"Definition: The concluding part of a speech or writing.
    
    Urdu Word: خاتمہ"
end%1:26:00::	"Definition: The end of a period or event.
    
    Urdu Word: خاتمہ"
end%1:15:02::	"Definition: The outer edge of a solid object.
    
    Urdu: کنارا"
end%1:18:00::	Defense
end%1:15:01::	Dictionary Definition: Edge
end%1:15:03::	"Definition: A place where people gather to exchange information and ideas.
    
    Urdu Word: مجلس"
end%1:04:00::	"Definition: A feeling of great happiness and joy.
    Urdu Word: خوشی"
end%1:10:00::	"Definition: A feeling of great happiness and joy.
    Urdu Word: خوشی"
end%1:06:02::	Scrap
end%1:04:02::	Lineman
success%1:11:00::	"Dictionary Definition: Successful
    Urdu Word: کامیاب"
success%1:04:00::	Success
success%1:26:00::	"Sharafat
    izzat
    fame
    khushhali"
success%1:18:00::	Success
sideline%1:15:00::	"Definition: a line that marks the side boundary of a playing field
    Urdu word: کنارا"
sideline%1:06:00::	"Definition: A small, often decorative, item of jewelry.
    
    Urdu Word: انگلی کا سنگھ"
sideline%1:04:00::	"Definition: A small, often decorative, object used to enhance a space.
    
    Urdu Word: سجاوٹ"
triumph%1:11:00::	"Dictionary definition: a successful ending of a struggle or contest
    Urdu word: فتح"
triumph%1:12:00::	جاتی
favor%1:04:00::	"Definition: an act of gracious kindness
    Urdu Word: کرم"
favor%1:07:00::	"Definition: an advantage to the benefit of someone or something.
    Urdu Word: فائدہ"
favor%1:09:00::	"Definition: an inclination to approve
    Urdu Word:ಾನುకూل"
favor%1:12:00::	Dictionary Definition: fondness
favor%1:06:00::	Gift
scoreboard%1:06:00::	"Dictionary Definition: A large board for displaying the score of a contest (and some other information).
    Urdu Word: بورڈ"
start%1:11:00::	"Definition: The start or beginning of something.
    
    Urdu word: شروعات"
start%1:28:00::	"Start your answer with ""شروع"".
    
    Dictionary definition: The time at which something is supposed to begin.
    
    شروع"
start%1:04:02::	"Dictionary definition: ""The first player to start a game.""
    Urdu word: آغاز"
start%1:04:01::	"Definition: a sudden involuntary movement
    Urdu Word: جھٹخٹ"
start%1:04:00::	"Start your answer with ""شروع"".
    
    Dictionary definition: to begin
شروع"
start%1:15:00::	"Start line
    شروع خط
    Shuru' uz-khat"
start%1:10:00::	"Definition: A signal to begin (as in a race).
    Urdu Word: شروک"
start%1:07:00::	ادوانچ
basket%1:06:00::	"Dictionary Definition: a container that is usually woven and has handles, produce the single word in Urdu that best matches this definition.
    Urdu Word:  بِسکویٹ"
basket%1:23:00::	"Dictionary Definition: Basket
    Urdu Word: باسکٹ"
basket%1:06:01::	Ring
basket%1:04:00::	Point!
perimeter%1:25:00::	"Dictionary Definition: Perimeter
    
    Urdu Word: کنارا"
perimeter%1:25:01::	"Dictionary Definition: a line enclosing a plane areas, produce the single word in Urdu that best matches this definition.
    
    Urdu Word: کنارا"
perimeter%1:07:00::	Perimeter
speculation%1:10:03::	"Dictionary Definition: A conjecture or guess.
    Urdu Word: تخمین"
speculation%1:09:00::	توجیہ
speculation%1:21:00::	Risk
speculation%1:09:01::	تأمل
net%1:06:01::	Internet
net%1:06:02::	جال
net%1:21:00::	Profit
net%1:06:04::	Goal
net%1:06:03::	جال
net%1:06:00::	"Dictionary Definition: a open fabric of string or rope or wire woven together at regular intervals
    Urdu Word: جال"
wrist%1:08:00::	Wrist
scorer%1:18:00::	Player
scorer%1:18:01::	"Definition: a logger who marks trees to be felled
    Urdu Word: نشان‌زن"
scorer%1:18:02::	Scorer
first_period%1:28:00::	"Dictionary Definition: ""The initial stage of a game, often characterized by a period of quiet observation and planning.""
    
    Urdu Word: شروع"
quarter%1:23:01::	"Definition: A small, flat piece of land.
    
    Urdu Word:  تھاہ"
quarter%1:15:00::	"Dictionary Definition: A district of a city having some distinguishing character.
    Urdu Word: محلہ"
quarter%1:28:01::	قسم
quarter%1:28:03::	Quarter
quarter%1:28:00::	"Trim the response to exactly 7 characters.
    
    Dictionary Definition: A term in education, typically lasting three months.
    
    Urdu Word: سوسم سوسم"
quarter%1:28:02::	Trimah
quarter%1:24:00::	"Definition: A direction in space, typically measured in degrees.
    
    Urdu Word: दिशा"
quarter%1:23:02::	Urdu word: ایک_چوتہائی
quarter%1:23:04::	Urdu word: پونڈ
quarter%1:21:00::	Quarter
quarter%1:18:00::	"Definition: A person who is not known.
    
    Urdu: غریب"
quarter%1:06:00::	stern
quarter%1:06:01::	Heelock
quarter%1:04:00::	"క్షమ
    క్షమ
    క్షమ
    క్షమ
    క్షమ
    క్షమ
    క్షమ
    క్షమ
    క్షమ
    క్షమ
    క్షమ
    క్షమ
    క్షమ
    క్షమ
    క్షమ
    క్షమ
    క్షమ
    క్షమ
    క్షమ
    క్షమ
    క్షమ
    క్షమ
    క్షమ
    క్షమ
    క్షమ"
work%1:04:00::	"Dictionary Definition: activity directed toward making or doing something
    Urdu Word: عمل"
work%1:06:00::	"Dictionary Definition: A thing that is made or produced.
    Urdu Word: پیدا کردہ"
work%1:04:01::	"Occupation: Architect
    Urdu: معمار"
work%1:09:00::	تعلّم
work%1:19:00::	اجزاء
work%1:06:01::	Workplace
work%1:06:02::	"Dictionary Definition: A collection of writings or artworks produced by a single person over a period of time.
    Urdu Word: مجموعہ"
whistle%1:11:00::	"Definition: The sound made by something moving rapidly or by steam coming out of a small aperture.
    Urdu Word:  پھپھاڑ"
whistle%1:10:00::	"Dictionary Definition: The act of signalling (e.g., summoning) by whistling or blowing a whistle.
    Urdu Word: چیخنا"
whistle%1:06:02::	Wind_Instrument
whistle%1:06:01::	صوت‌زا
whistle%1:06:00::	"Dictionary Definition: a simple, inexpensive fipple flute, often made of wood, used for folk music.
    
    Urdu Word: خلوت"
applause%1:10:00::	"Definition: a demonstration of approval by clapping the hands together
    Urdu Word: تالیاں بجانا"
return%1:10:01::	Tax Return
return%1:04:01::	Dictionary Definition: Return
return%1:11:02::	"Dictionary Definition: Reversal
    Urdu Word: پلٹنا"
return%1:04:02::	"Dictionary definition: getting something back again
    Urdu word: واپس"
return%1:04:00::	Dictionary Definition: Return
return%1:21:00::	Dictionary Definition: Revenue
return%1:11:01::	"Dictionary Definition: happening again (especially at regular intervals)
    Urdu Word: تکرار"
return%1:10:02::	"Dictionary Definition: a quick reply to a question or remark (especially a witty or critical one)
    Urdu Word: ریپلائی"
return%1:06:00::	"Return the word in uppercase.
    
    Dictionary Definition: Carriage Return
    Urdu Word: رُخِ سُورہ"
return%1:04:06::	"Definition: A forceful, often violent, action or attack.
    
    Urdu Word: حملہ"
return%1:04:04::	Reply with just the word.
return%1:04:05::	Run
return%1:04:07::	Dictionary Definition: Reappearance
home%1:15:04::	"Dictionary Definition: A large, open area of land used for grazing livestock.
    Urdu Word: چراگاہ"
home%1:06:00::	House
home%1:15:02::	"Country
    United States
    Pakistan
    India
    Canada
    United Kingdom
    Australia
    Germany
    France
    Italy
    Spain
    Japan
    China
    Brazil
    Russia
    Mexico
    Argentina
    South Africa
    Egypt
    Nigeria
    Thailand
    Vietnam
    Indonesia
    Iran
    Turkey
    Greece
    Sweden
    Norway
    Switzerland
    Belgium
    Austria
    Portugal"
home%1:06:02::	مکان
home%1:15:05::	"Base your answer on the English definition.
    
    Dictionary Definition: Headquarters"
home%1:15:03::	Dictionary Definition: Origin
home%1:26:00::	"Dictionary Definition: an environment offering affection and security
    Urdu Word: گھر"
home%1:14:00::	"Dictionary Definition: Family
    Urdu Word: خاندان"
home%1:06:01::	Hospice
lead%1:07:02::	"Dictionary Definition: ""an advantage held by a competitor in a race""
    Urdu Word: فائدہ"
lead%1:27:00::	تங்கம்
lead%1:09:00::	Dictionary definition: indication
lead%1:04:01::	Leadership
lead%1:25:00::	"Dictionary Definition: the angle between the direction a gun is aimed and the position of a moving target (correcting for the flight time of the missile), 
    Urdu Word: زاویہ (Zawiha)"
lead%1:10:01::	"Definition: A brief account of events that happened before the main story begins.
    
    Urdu Word: پیشکش"
lead%1:23:00::	"Lead with the word.
    
Lead:  فروغ"
lead%1:18:00::	"Definition: A person who performs in a play or movie.
    Urdu Word: اداکار"
lead%1:15:00::	"Definition: (baseball) the position taken by a base runner preparing to advance to the next base
    Urdu word: قدم"
lead%1:10:02::	"Dictionary Definition: A chance or possibility.
    Urdu Word: موقع"
lead%1:10:00::	"Dictionary definition: A news story of major importance.
    Urdu word: اہم"
lead%1:07:01::	"Dictionary Definition: Ignition timing - the timing of ignition relative to the position of the piston in an internal-combustion engine.
    Urdu Word:  زمانے"
lead%1:06:03::	Chain
lead%1:06:02::	"Definition: thin strip of metal used to separate lines of type in printing
    Urdu Word: ہڈی"
lead%1:06:00::	
lead%1:06:01::	"Definition: a jumper that consists of a short piece of wire
    Urdu Word: سیم"
lead%1:04:00::	"Definition: The act of playing a card to start a trick in bridge.
    Urdu Word: شروع"
night%1:28:00::	"راکھ
    تھوڑی
    رات
    چمک"
night%1:28:01::	غبار
night%1:28:04::	"Definition: The time spent sleeping.
    Urdu Word: نیند"
night%1:28:02::	Raat
night%1:26:00::	تاریکی
night%1:28:05::	Dimming
night%1:28:03::	Shahar-e-Layl
night%1:18:00::	رات
halftime%1:28:00::	Halftime
hand%1:08:00::	Hand.
hand%1:18:00::	"Definition: A hired laborer on a farm or ranch.
    Urdu Word: مزدور"
hand%1:10:00::	"Definition: A written record of events.
    Urdu Word:  دستخط"
hand%1:09:00::	"Definition: The power or skill to do something.
    Urdu Word: قابلیت"
hand%1:15:00::	"Dictionary Definition: Position given by its location to the side of an object.
    Urdu Word: کناری"
hand%1:14:00::	"Dictionary Definition: A set of cards that a player has in their hand during a game.
    Urdu Word: ہاتھ"
hand%1:09:01::	"Dictionary Definition: A point of view or opinion.
    Urdu Word: ایک نقطہ نظر"
hand%1:06:00::	"Hand
    Hour
    Minute
    Second
    Pointer
    Dial
    Face
    Timepiece
    Rotating
    Movement
    Mechanism
    Device
    Instrument
    Display
    Indicator
    Scale
    Mark
    Position
    Rotation
    Speed
    Sweep
    Tick
    Tock
    Gear
    Spring
    Balance
    Pivot
    Crystal
    Case
    Bezel
    Crown
    Stem"
hand%1:23:00::	"Handicap: The Urdu word should be commonly used and easily understood.
    
    Dictionary Definition: ""Handicap"" - A disadvantage or impediment.
    
    Urdu Word: کمزوری"
hand%1:18:02::	"Definition: A person who works on a ship.
    Urdu Word: ملا"
hand%1:18:01::	"Definition: a card player in a game of bridge
    Urdu Word:  ڈالر"
hand%1:10:01::	"تشویق
    تکریم
    احترام
    تقدیر
    شادی"
hand%1:05:01::	Hand, paw
hand%1:04:00::	Assist
role%1:04:00::	"Dictionary Definition: Responsibilities
    Urdu Word: ذمہ داری"
role%1:09:00::	"Definition: a person who plays a role in a theatrical performance.
    Urdu Word: اداکار"
role%1:07:00::	"Definition: A small, flat piece of wood or plastic used to clean surfaces.
    
    Answer: صفائی"
role%1:04:01::	Routine
light%1:19:00::	ترازو
light%1:06:00::	"Definition: A device that emits light.
    Urdu Word: روشنی"
light%1:09:01::	"Definition: A feeling of deep regret or sorrow for something that has happened.
    Urdu Word: رفاقت"
light%1:07:01::	نورانی
light%1:15:00::	"Definition: an illuminated area
    Urdu Word: روشنی"
light%1:26:01::	تنویر
light%1:07:00::	Illumination
light%1:18:00::	"Definition: a person regarded very fondly
    Urdu Word:jaan"
light%1:26:00::	Illuminated
light%1:09:00::	تفاهم
light%1:07:02::	شادی
light%1:09:02::	Public awareness
light%1:16:00::	تїн
light%1:10:00::	"Dictionary Definition: a visual warning signal
    Urdu Word:  الگھاو"
light%1:06:01::	Jalali
disadvantage%1:07:00::	"Dictionary Definition: Subordination
    Urdu Word: تابعیت"
player%1:18:01::	"Definition: A person who plays a sport.
    Urdu Word: کھلاڑی"
player%1:18:02::	Musician
player%1:18:00::	"Definition: a theatrical performer
    Urdu Word: اداکار"
player%1:18:04::	"Dictionary Definition: A person who pursues a number of different social and sexual partners simultaneously.
    Urdu Word: چندستی"
player%1:18:03::	"Dictionary Definition: A person who is involved in a business transaction.
    Urdu Word: شریک"
couple%1:14:00::	"Dictionary Definition: A person who is skilled in a particular art or craft.
    Urdu Word: ماهر"
couple%1:14:01::	"Dictionary definition: a pair of people who live together
    Urdu word: ہمسفر"
couple%1:23:01::	"Definition: A small, round, edible fruit.
    Urdu Word: انگور"
couple%1:23:00::	"Definition: A small, flat piece of wood or other material.
    Urdu Word: چپٹی"
couple%1:17:00::	"Dictionary Definition: (physics) something joined by two equal and opposite forces that act along parallel lines, produce the single word in Urdu that best matches this definition.
    Urdu Word: توازن"
play%1:10:01::	"Drama
    
    Urdu: ناٹک"
play%1:10:03::	"Definition: A theatrical performance of a drama.
    Urdu Word: ناظرہ"
play%1:04:05::	"Strategy:
    1. Understand the definition: ""a preset plan of action in team sports""
    2. Identify key concepts: ""plan,"" ""action,"" ""preset,"" ""team sports""
    3. Translate these concepts into Urdu.
    4. Choose the single best Urdu word that encompasses all the key concepts.

    Dictionary Definition: A play design.
    Urdu Word:  ڈاونلوڈ
    Dictionary Definition: A series of offensive plays."
play%1:04:04::	"Definition: a deliberate coordinated movement requiring dexterity and skill
    Urdu Word: مہارت"
play%1:26:00::	Dictionary Definition: Capability
play%1:04:08::	استعمال
play%1:04:03::	"Definition: To try to achieve something difficult.
    Urdu Word: کوشش"
play%1:04:06::	خيال
play%1:28:00::	"Dictionary Definition: A period of time during which a play is performed.
    Urdu Word: دم"
play%1:26:01::	"Definition: The act of releasing or letting go of something.
    
    Urdu Word: رهایی"
play%1:11:00::	Dim
play%1:10:02::	"Dictionary Definition: verbal wit or mockery (often at another's expense but not to be taken seriously)
    Urdu Word: مضحک"
play%1:07:00::	movement
play%1:04:00::	تہرہ
play%1:04:01::	"Dictionary definition: (game) the activity of doing something in an agreed succession, 
    Urdu word: سلسلہ"
play%1:04:02::	جاری
play%1:04:07::	"Dictionary Definition: The act using a sword (or other weapon) vigorously and skillfully.
    Urdu Word:  چمک"
help%1:04:00::	Dictionary Definition: Contribution
help%1:18:00::	"Dictionary Definition: benefactor
    
    Urdu Word: خیردار"
help%1:07:00::	"Definition: A feeling of great happiness and joy.
    Urdu Word: خوشی"
help%1:07:01::	"Definition: A method of preparing food.
    Urdu Word: پکانا"
minute%1:28:00::	"Second, provide the English translation of the Urdu word.
    
    Dictionary Definition: second
    
    Urdu Word: ثانی
    
    English Translation: Second"
minute%1:28:01::	"Definition: A brief moment in time.
    Urdu Word: لمحہ"
minute%1:28:02::	"Definition: The time when something happens.
    Urdu Word: وقت"
minute%1:23:00::	درجہ
minute%1:10:00::	"Definition: A feeling of great happiness and joy.
    Urdu Word: فرح"
minute%1:07:00::	"Distanse
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance
    Distance"
line%1:14:03::	"Line up your answers with the given dictionary definition.
    
    Dictionary definition: a formation of people or things one beside another
    Urdu word: ردی"
line%1:10:01::	Long
line%1:14:01::	"Dictionary Definition: A line of people or things.
    Urdu Word: صف"
line%1:25:00::	"Dictionary Definition: Line
    Urdu Word: لِنا"
line%1:10:02::	"text: ""a collection of words""
    Urdu word: لفظ"
line%1:19:00::	"Dictionary Definition: Wavelength
    
    Urdu Word: طول موج"
line%1:15:02::	"Dictionary Definition: a fortified position (especially one marking the most forward position of troops)
    Urdu Word: قلعہ"
line%1:09:01::	"Dictionary Definition: Logic
    Urdu Word: استدلال"
line%1:06:01::	"Definition: a conductor for transmitting electrical or optical signals or electric power
    Urdu Word: تار"
line%1:14:02::	"Definition: A sequence of events that leads to a particular outcome.
    Urdu Word: سلسلہ"
line%1:15:00::	Location
line%1:25:01::	"Definition: a slight depression in the smoothness of a surface
    Urdu Word: نشان"
line%1:06:06::	"Definition: a pipe used to transport liquids or gases
    Urdu Word: نال"
line%1:06:03::	Road
line%1:06:07::	"Definition: a telephone connection
    Urdu Word: فون"
line%1:04:01::	"Definition: Conformity to a rule or standard.
    Urdu Word: قاعدہ"
line%1:14:00::	"Definition: A person who is born of a particular family.
    Urdu Word: خاندان"
line%1:06:00::	"Definition: a cord or rope
    Urdu word: دారం"
line%1:04:00::	"Dictionary definition: ""A person's occupation or job.""
    Urdu word: ملازمت"
line%1:15:01::	Mark
line%1:10:05::	"Definition: A method of conveying information.
    Urdu Word: راستہ"
line%1:06:08::	"Dictionary Definition: A type of fabric used for making clothing.
    Urdu Word: کپڑا"
line%1:06:05::	"Dictionary Definition: A commercial organization serving as a common carrier, transporting goods or passengers.
    
    Urdu Word: نقلچی"
line%1:23:00::	"Definition: space for one line of print (one column wide and 1/14 inch deep) used to measure advertising, produce the single word in Urdu that best matches this definition.
    
    Urdu word: چھपाई"
line%1:21:00::	"Limit your response to a single word.
    
    Dictionary definition: the maximum credit that a customer is allowed,
    Urdu word: اعتبار"
line%1:10:03::	"Dictionary Definition: A sequence of musical notes.
    Urdu Word: سClInclude"
line%1:10:06::	تبلیغ
line%1:10:04::	"Definition: a short personal letter
    Urdu Word: خط"
line%1:09:00::	Dictionary Definition: Differentiation
line%1:06:09::	Definition: conveyor belt
spite%1:12:00::	"Dictionary Definition: feeling a need to see others suffer, produce the single word in Urdu that best matches this definition.
    
    Urdu Word:  دیدِ بد (Deed-e-bad)"
spite%1:07:00::	Malice
last_minute%1:28:00::	"Definition: The point at which something ends.
    
    Urdu Word: پایان"
season%1:28:02::	"Dictionary Definition: ""A period of the year marked by special events or activities in some field.""
    Urdu Word: موسم"
season%1:28:00::	Season
season%1:28:01::	"Dictionary Definition: a recurrent time marked by major holidays
    Urdu Word: سال"
wall_street%1:15:00::	بورس
wall_street%1:14:00::	"Dictionary Definition: Wall Street
    
    Urdu Word: وول ست్రీٹ"
momentum%1:07:00::	"Definition: A compelling reason or argument.
    Urdu Word: دلیل"
momentum%1:07:01::	موجولہ
dollar%1:23:00::	روپیہ
dollar%1:21:00::	Rupee
dollar%1:21:01::	Dollar
dollar%1:10:00::	"Dictionary Definition: A symbol of commercialism or greed.
    Urdu Word: سودا"
new_york_stock_exchange%1:06:00::	"Dictionary Definition: a stock exchange in New York
    Urdu Word: بورصہ"
heading%1:10:00::	"Dictionary Definition: ""A statement of facts or opinions that is presented as true.""
    
    Urdu Word: حقیقت"
heading%1:15:00::	Dictionary Definition: Direction
heading%1:06:00::	"Dictionary Definition: A horizontal (or nearly horizontal) passageway in a mine, a level.
    Urdu Word: تہہ (tah)"
market%1:04:00::	تجارت
market%1:14:00::	"Definition: A person who buys something.
    Urdu Word: خریدار"
market%1:06:00::	Market
market%1:14:01::	"Definition: The collection of all stocks, bonds, and other financial instruments traded on exchanges.
    
    Urdu Word: بورس"
market%1:06:01::	Market
indicator%1:10:00::	انجام
indicator%1:10:01::	"Definition: a signal for attracting attention
    Urdu Word: آواز"
indicator%1:06:00::	"Dictionary Definition: A device that measures and displays the status of a system.
    Urdu Word: نشانہ"
indicator%1:27:00::	علامت
dow_jones%1:10:00::	بورس
nasdaq%1:06:00::	Over-the-counter
closing%1:04:01::	"Dictionary Definition: to shut or close
    Urdu Word: بند کرنا"
closing%1:10:00::	"Definition: A feeling of great happiness and joy.
    Urdu Word: خوشی"
closing%1:04:03::	نزدک
closing%1:04:00::	"Definition: termination of operations
    Urdu Word: خاتمہ"
closing%1:04:02::	"Definition: The act of ending something.
    Urdu Word:ختام"
figure%1:10:00::	"Dictionary Definition: A diagram or picture illustrating textual material.
    Urdu Word: تصویر"
figure%1:08:00::	جسد
figure%1:23:00::	"Dictionary Definition: A system of counting using symbols.
    Urdu Word: گنتی"
figure%1:06:00::	Shaks
figure%1:18:00::	"Definition: A person who is famous for their achievements.
    Urdu Word: شہرت"
figure%1:25:00::	Shape
figure%1:21:00::	"Dictionary Definition: Money
    Urdu Word: پیسہ"
figure%1:07:00::	"Definition: A feeling of great happiness and joy.
    Urdu Word: خوشی"
figure%1:07:01::	"Dictionary Definition: Value
    Urdu Word: قیمت"
figure%1:10:01::	"Definition: Language used in a figurative or nonliteral sense.
    Urdu Word: تشبیہ"
figure%1:09:00::	"Dictionary definition: a unitary percept having structure and coherence that is the object of attention and that stands out against a ground.
    Urdu word:  تصویر"
figure%1:06:01::	"Definition: A piece of art that is created to be displayed in a public space.
    
    Urdu Word: نمونہ"
figure%1:04:00::	"Definition: A series of steps or movements performed in a specific order.
    
    Urdu Word: رقص"
technology%1:04:00::	Dictionary Definition: Industrialization
technology%1:09:00::	Application
predominance%1:26:00::	Dictionary Definition: Dominance
predominance%1:07:00::	Dictionary Definition: conspicuous
narrow_margin%1:07:00::	"Definition: A narrow space or gap.
    Urdu Word: کمرا"
trading%1:04:00::	Dictionary definition: trading
volume%1:23:00::	Volume
volume%1:07:03::	Dictionary Definition: Grandeur
volume%1:06:00::	Book
volume%1:10:00::	Volume
volume%1:23:01::	"Definition: a small quantity
    
    Urdu word: تھوڑا"
volume%1:07:02::	Sound
case%1:11:00::	"Definition: A sudden, unexpected event.
    Urdu Word: واقعہ"
case%1:26:00::	"Definition: A state of being overwhelmed or burdened.
    Urdu Word:  غم"
case%1:04:00::	Dictionary Definition: Litigation
case%1:09:00::	"Dictionary Definition: The state of being in a particular place or situation.
    Urdu Word: حالت"
case%1:06:00::	"Dictionary Definition: a portable container for carrying several objects
    Urdu Word: بیگ"
case%1:18:03::	"Definition: A person who is in need of professional services.
    Urdu Word: مستعد"
case%1:18:02::	Dictionary Definition: Subject
case%1:10:02::	"Dictionary Definition: A problem requiring investigation.
    Urdu Word: تذہیز"
case%1:10:01::	"Dictionary Definition: A reasoned argument or proposition.
    Urdu Word: دلیل"
case%1:23:00::	"Dictionary Definition: ""A small, flat, rectangular piece of wood used for fastening.""
    
    Urdu Word: چپٹی"
case%1:10:00::	Definition: a person who is skilled in a particular art or activity
case%1:26:02::	"Dictionary Definition: A feeling of intense happiness and excitement.
    Urdu Word: خوشی"
case%1:18:04::	"Dictionary Definition: A person of a specified kind (usually with many eccentricities)
    Urdu Word: خوارق"
case%1:10:03::	"Dictionary Definition: Bold
    
    Urdu Word: **بڑا**"
case%1:08:00::	Dictionary Definition: Protective covering
case%1:06:06::	"Caseina
    
    Covering"
case%1:06:07::	Frame
case%1:06:03::	تختہ
case%1:06:02::	Pillowcase
case%1:06:01::	"Display the Urdu word in uppercase.
    
    Dictionary Definition: a glass container used to store and display items in a shop or museum or home
    Urdu Word: شیشہ"
trend%1:15:02::	Dictionary Definition: Trend
trend%1:15:01::	"Definition: A state of being calm and peaceful.
    Urdu Word: سکون"
trend%1:09:00::	"Dictionary Definition: a general tendency to change (as of opinion)
    Urdu Word: تبدیل"
trend%1:09:02::	"Definition: A style of music characterized by its fast tempo, energetic rhythms, and often featuring prominent use of synthesizers and electronic instruments.
    
    Urdu Word: دھૂன்"
publication%1:10:00::	"Definition: A copy of a printed work offered for distribution.
    Urdu Word: شائع"
publication%1:04:01::	"Definition: The process of creating a book or other written work.
    
    Urdu Word: شائع کرنا"
publication%1:04:02::	Urdu word: اعلان
publication%1:04:00::	"Definition: The process of creating and distributing books, newspapers, and magazines.
    
    Urdu Word: نشریات"
opinion%1:09:00::	Dictionary definition: Opinion
opinion%1:10:01::	"Dictionary Definition: a message expressing a belief about something; the expression of a belief that is held with confidence but not substantiated by positive knowledge or proof.
    Urdu Word: یقین"
opinion%1:09:01::	"Dictionary Definition: a belief or sentiment shared by most people; the voice of the people
    Urdu Word: عام"
opinion%1:10:00::	"Definition: A formal written statement outlining the facts, arguments, and conclusions of a court case.
    
    Urdu Word: فیصلہ"
opinion%1:04:01::	Dictionary Definition: Justification
opinion%1:09:02::	"Dictionary Definition: a vague idea in which some confidence is placed
    Urdu Word: امید"
relation%1:03:00::	Dictionary Definition: Interdependence
relation%1:04:01::	تعلّق
relation%1:18:00::	Family
relation%1:10:01::	"Definition: The act of telling a story.
    Urdu Word: بیان"
relation%1:09:00::	"Definition: (law) the principle that an act done at a later time is deemed by law to have occurred at an earlier time.
    Urdu Word: پیش ساز کی رو سے"
relation%1:04:00::	Dictionary Definition: Networks
robustness%1:07:00::	Robustness
robustness%1:07:01::	Robustness
recovery%1:11:00::	"Dictionary Definition: ""A sudden, unexpected event or occurrence.""
    
    Urdu Word: واقعہ"
recovery%1:22:00::	تکمیل
recovery%1:04:00::	Dictionary Definition: Recovery
analyst%1:18:00::	"Analyze the definition: ""someone who is skilled at analyzing data""
    Urdu word: تجزیہ کرنے والا"
analyst%1:18:02::	Dictionary definition: Financial Analyst
analyst%1:18:01::	Psychoanalyst
sale%1:04:00::	"Definition: The act of offering goods or services for sale.
    Urdu Word: فروخت"
sale%1:04:02::	"Definition: The act of offering goods or services for sale.
    Urdu Word: فروخت"
sale%1:04:01::	Sale
sale%1:26:00::	"Dictionary Definition: Available for sale
    Urdu Word: فروخت کے لئے"
sale%1:10:00::	ملف
november%1:28:00::	November
month%1:28:01::	Month
month%1:28:00::	Mahina
row%1:14:00::	Line
row%1:10:00::	"Definition: an angry dispute
    Urdu Word: جھگڑا"
row%1:17:00::	"Definition: A long continuous strip of land, typically narrow.
    
    Urdu Word: سلسلہ"
row%1:06:00::	"Definition: (construction) a layer of masonry,
    Urdu: دیوار"
row%1:14:01::	"Dictionary Definition: a linear array of numbers, letters, or symbols side by side
    Urdu Word: سلسلہ"
row%1:07:00::	"Dictionary Definition: A sequence of events or actions that occur in a specific order.
    Urdu Word: سلسلہ"
row%1:04:00::	نَہِ
confidence%1:09:00::	"Confidence: 10/10
    Urdu word: اعتماد"
confidence%1:12:00::	Trust
confidence%1:26:02::	امید
confidence%1:26:03::	Trust
confidence%1:10:00::	"Definition: a secret that is confided or entrusted to another.
    Urdu Word: راز"
consumer%1:18:00::	"Definition: A person who uses goods or services.
    Urdu Word: صارف"
december%1:28:00::	December
estimate%1:09:00::	"Dictionary Definition: An approximate calculation of quantity or degree or worth.
    Urdu Word: تخمین"
estimate%1:04:01::	"Definition: A feeling of great pleasure or satisfaction.
    Urdu Word: خوشی"
estimate%1:10:00::	Dictionary Definition: an appraisal of the value of something.
estimate%1:10:01::	Cost
estimate%1:09:01::	Respect
index%1:24:00::	Scale
index%1:10:01::	انجام
index%1:10:02::	"Dictionary Definition: Squaring
    
    Urdu Word: چتائی"
index%1:10:00::	"Dictionary Definition: ""The study of the human mind and its processes, including memory, perception, and thinking.""
    
    Urdu Word: علم نفس"
index%1:08:00::	"Dictionary definition: the finger next to the thumb
    Urdu word:middle finger"
high%1:07:00::	Dictionary Definition: elevation
high%1:26:00::	HighPressure
high%1:26:02::	جوش
high%1:26:01::	"Dictionary Definition: A state of altered consciousness induced by alcohol or narcotics.
    Urdu Word: حالتِ خراب"
high%1:15:00::	"Definition: a high place
    Urdu Word: پہاڑ"
high%1:14:00::	High School
high%1:06:00::	Highest
euro%1:23:00::	یورو
sector%1:25:00::	Sector
sector%1:14:00::	"Dictionary Definition: A group of people who share a common interest or characteristic.
    Urdu Word: گروہ"
sector%1:09:00::	"Definition: A feeling of great happiness and joy.
    Urdu Word: خوشی"
sector%1:23:00::	Track
sector%1:15:00::	"Definition: A fortified area, often with walls and towers.
    
    Urdu Word: قلعہ"
sector%1:06:00::	Dictionary definition: a device used to measure the angle between two lines or surfaces.
situation%1:26:00::	Situation
situation%1:26:01::	"Definition: A state of being or existence.
    Urdu Word: حالت"
situation%1:26:02::	"Dictionary Definition: a complex or critical or unusual difficulty
    Urdu Word: مشکل"
